Cells	User	Value	Error
1	52107.0	0.0	0.0
1	52108.0	0.0	0.0
1	52109.0	0.0	0.0
1	52110.0	0.0	0.0
1	52111.0	0.0	0.0
1	52112.0	0.0	0.0
1	52113.0	0.0	0.0
1	52114.0	0.0	0.0
1	52115.0	0.0	0.0
1	52116.0	0.0	0.0
1	52117.0	0.0	0.0
1	52118.0	0.0	0.0
1	52119.0	0.0	0.0
1	52120.0	0.0	0.0
1	52121.0	0.0	0.0
1	52122.0	0.0	0.0
1	52123.0	0.0	0.0
1	52124.0	0.0	0.0
1	52125.0	0.0	0.0
1	52126.0	0.0	0.0
1	52127.0	0.0	0.0
1	52128.0	0.0	0.0
1	52129.0	0.0	0.0
1	52130.0	0.0	0.0
1	52131.0	0.0	0.0
1	52132.0	0.0	0.0
1	52133.0	0.0	0.0
1	52134.0	0.0	0.0
1	52135.0	0.0	0.0
1	52136.0	0.0	0.0
1	52137.0	0.0	0.0
1	52138.0	0.0	0.0
1	53110.0	0.0	0.0
1	53111.0	0.0	0.0
1	53112.0	0.0	0.0
1	53113.0	0.0	0.0
1	53114.0	0.0	0.0
1	53115.0	0.0	0.0
1	53116.0	0.0	0.0
1	53117.0	0.0	0.0
1	53118.0	0.0	0.0
1	53119.0	0.0	0.0
1	53120.0	0.0	0.0
1	53121.0	0.0	0.0
1	53122.0	0.0	0.0
1	53123.0	0.0	0.0
1	53124.0	0.0	0.0
1	53125.0	0.0	0.0
1	53126.0	0.0	0.0
1	53127.0	0.0	0.0
1	53128.0	0.0	0.0
1	53129.0	0.0	0.0
1	53130.0	0.0	0.0
1	53131.0	0.0	0.0
1	53132.0	0.0	0.0
1	53133.0	0.0	0.0
1	53134.0	0.0	0.0
1	53135.0	0.0	0.0
1	53136.0	0.0	0.0
1	53137.0	0.0	0.0
1	53138.0	0.0	0.0
1	53139.0	0.0	0.0
1	53140.0	0.0	0.0
1	53141.0	0.0	0.0
1	53142.0	0.0	0.0
1	54110.0	0.0	0.0
1	54111.0	0.0	0.0
1	54112.0	0.0	0.0
1	54113.0	0.0	0.0
1	54114.0	0.0	0.0
1	54115.0	0.0	0.0
1	54116.0	0.0	0.0
1	54117.0	0.0	0.0
1	54118.0	0.0	0.0
1	54119.0	0.0	0.0
1	54120.0	0.0	0.0
1	54121.0	0.0	0.0
1	54122.0	0.0	0.0
1	54123.0	0.0	0.0
1	54124.0	0.0	0.0
1	54125.0	0.0	0.0
1	54126.0	0.0	0.0
1	54127.0	0.0	0.0
1	54128.0	0.0	0.0
1	54129.0	0.0	0.0
1	54130.0	0.0	0.0
1	54131.0	0.0	0.0
1	54132.0	0.0	0.0
1	54133.0	0.0	0.0
1	54134.0	0.0	0.0
1	54135.0	0.0	0.0
1	54136.0	0.0	0.0
1	54137.0	0.0	0.0
1	54138.0	0.0	0.0
1	54139.0	0.0	0.0
1	54140.0	0.0	0.0
1	54141.0	0.0	0.0
1	54142.0	0.0	0.0
1	54143.0	0.0	0.0
1	54144.0	0.0	0.0
1	54145.0	0.0	0.0
1	55114.0	0.0	0.0
1	55115.0	0.0	0.0
1	55116.0	0.0	0.0
1	55117.0	0.0	0.0
1	55118.0	0.0	0.0
1	55119.0	0.0	0.0
1	55120.0	0.0	0.0
1	55121.0	0.0	0.0
1	55122.0	0.0	0.0
1	55123.0	0.0	0.0
1	55124.0	0.0	0.0
1	55125.0	0.0	0.0
1	55126.0	0.0	0.0
1	55127.0	0.0	0.0
1	55128.0	0.0	0.0
1	55129.0	0.0	0.0
1	55130.0	0.0	0.0
1	55131.0	0.0	0.0
1	55132.0	0.0	0.0
1	55133.0	0.0	0.0
1	55134.0	0.0	0.0
1	55135.0	0.0	0.0
1	55136.0	0.0	0.0
1	55137.0	0.0	0.0
1	55138.0	0.0	0.0
1	55139.0	0.0	0.0
1	55140.0	0.0	0.0
1	55141.0	0.0	0.0
1	55142.0	0.0	0.0
1	55143.0	0.0	0.0
1	55144.0	0.0	0.0
1	55145.0	0.0	0.0
1	55146.0	0.0	0.0
1	55147.0	0.0	0.0
1	55148.0	0.0	0.0
1	56117.0	0.0	0.0
1	56118.0	0.0	0.0
1	56119.0	0.0	0.0
1	56120.0	0.0	0.0
1	56121.0	0.0	0.0
1	56122.0	0.0	0.0
1	56123.0	0.0	0.0
1	56124.0	0.0	0.0
1	56125.0	0.0	0.0
1	56126.0	0.0	0.0
1	56127.0	0.0	0.0
1	56128.0	0.0	0.0
1	56129.0	0.0	0.0
1	56130.0	0.0	0.0
1	56131.0	0.0	0.0
1	56132.0	0.0	0.0
1	56133.0	0.0	0.0
1	56134.0	0.0	0.0
1	56135.0	0.0	0.0
1	56136.0	0.0	0.0
1	56137.0	0.0	0.0
1	56138.0	0.0	0.0
1	56139.0	0.0	0.0
1	56140.0	0.0	0.0
1	56141.0	0.0	0.0
1	56142.0	0.0	0.0
1	56143.0	0.0	0.0
1	56144.0	0.0	0.0
1	56145.0	0.0	0.0
1	56146.0	0.0	0.0
1	56147.0	0.0	0.0
1	56148.0	0.0	0.0
1	57123.0	0.0	0.0
1	57124.0	0.0	0.0
1	57125.0	0.0	0.0
1	57126.0	0.0	0.0
1	57127.0	0.0	0.0
1	57128.0	0.0	0.0
1	57129.0	0.0	0.0
1	57130.0	0.0	0.0
1	57131.0	0.0	0.0
1	57132.0	0.0	0.0
1	57133.0	0.0	0.0
1	57134.0	0.0	0.0
1	57135.0	0.0	0.0
1	57136.0	0.0	0.0
1	57137.0	0.0	0.0
1	57138.0	0.0	0.0
1	57139.0	0.0	0.0
1	57140.0	0.0	0.0
1	57141.0	0.0	0.0
1	57142.0	0.0	0.0
1	57143.0	0.0	0.0
1	57144.0	0.0	0.0
1	57145.0	0.0	0.0
1	57146.0	0.0	0.0
1	57147.0	0.0	0.0
1	57148.0	0.0	0.0
1	57149.0	0.0	0.0
1	58124.0	0.0	0.0
1	58125.0	0.0	0.0
1	58126.0	0.0	0.0
1	58127.0	0.0	0.0
1	58128.0	0.0	0.0
1	58129.0	0.0	0.0
1	58130.0	0.0	0.0
1	58131.0	0.0	0.0
1	58132.0	0.0	0.0
1	58133.0	0.0	0.0
1	58134.0	0.0	0.0
1	58135.0	0.0	0.0
1	58136.0	0.0	0.0
1	58137.0	0.0	0.0
1	58138.0	0.0	0.0
1	58139.0	0.0	0.0
1	58140.0	0.0	0.0
1	58141.0	0.0	0.0
1	58142.0	0.0	0.0
1	58143.0	0.0	0.0
1	58144.0	0.0	0.0
1	58145.0	0.0	0.0
1	58146.0	0.0	0.0
1	58147.0	0.0	0.0
1	58148.0	0.0	0.0
1	58149.0	0.0	0.0
1	58150.0	0.0	0.0
1	58151.0	0.0	0.0
1	59129.0	0.0	0.0
1	59130.0	0.0	0.0
1	59131.0	0.0	0.0
1	59132.0	0.0	0.0
1	59133.0	0.0	0.0
1	59134.0	0.0	0.0
1	59135.0	0.0	0.0
1	59136.0	0.0	0.0
1	59137.0	0.0	0.0
1	59138.0	0.0	0.0
1	59139.0	0.0	0.0
1	59140.0	0.0	0.0
1	59141.0	0.0	0.0
1	59142.0	0.0	0.0
1	59143.0	0.0	0.0
1	59144.0	0.0	0.0
1	59145.0	0.0	0.0
1	59146.0	0.0	0.0
1	59147.0	0.0	0.0
1	59148.0	0.0	0.0
1	59149.0	0.0	0.0
1	59150.0	0.0	0.0
1	59151.0	0.0	0.0
1	59152.0	0.0	0.0
1	60129.0	0.0	0.0
1	60130.0	0.0	0.0
1	60131.0	0.0	0.0
1	60132.0	0.0	0.0
1	60133.0	0.0	0.0
1	60134.0	0.0	0.0
1	60135.0	0.0	0.0
1	60136.0	0.0	0.0
1	60137.0	0.0	0.0
1	60138.0	0.0	0.0
1	60139.0	0.0	0.0
1	60140.0	0.0	0.0
1	60141.0	0.0	0.0
1	60142.0	0.0	0.0
1	60143.0	0.0	0.0
1	60144.0	0.0	0.0
1	60145.0	0.0	0.0
1	60146.0	0.0	0.0
1	60147.0	0.0	0.0
1	60148.0	0.0	0.0
1	60149.0	0.0	0.0
1	60150.0	0.0	0.0
1	60151.0	0.0	0.0
1	60152.0	0.0	0.0
1	60153.0	0.0	0.0
1	60154.0	0.0	0.0
1	61132.0	0.0	0.0
1	61133.0	0.0	0.0
1	61134.0	0.0	0.0
1	61135.0	0.0	0.0
1	61136.0	0.0	0.0
1	61137.0	0.0	0.0
1	61138.0	0.0	0.0
1	61139.0	0.0	0.0
1	61140.0	0.0	0.0
1	61141.0	0.0	0.0
1	61142.0	0.0	0.0
1	61143.0	0.0	0.0
1	61144.0	0.0	0.0
1	61145.0	0.0	0.0
1	61146.0	0.0	0.0
1	61147.0	0.0	0.0
1	61148.0	0.0	0.0
1	61149.0	0.0	0.0
1	61150.0	0.0	0.0
1	61151.0	0.0	0.0
1	61152.0	0.0	0.0
1	61153.0	0.0	0.0
1	61154.0	0.0	0.0
1	61155.0	0.0	0.0
1	62133.0	0.0	0.0
1	62134.0	0.0	0.0
1	62135.0	0.0	0.0
1	62136.0	0.0	0.0
1	62137.0	0.0	0.0
1	62138.0	0.0	0.0
1	62139.0	0.0	0.0
1	62140.0	0.0	0.0
1	62141.0	0.0	0.0
1	62142.0	0.0	0.0
1	62143.0	0.0	0.0
1	62144.0	0.0	0.0
1	62145.0	0.0	0.0
1	62146.0	0.0	0.0
1	62147.0	0.0	0.0
1	62148.0	0.0	0.0
1	62149.0	0.0	0.0
1	62150.0	0.0	0.0
1	62151.0	0.0	0.0
1	62152.0	0.0	0.0
1	62153.0	0.0	0.0
1	62154.0	0.0	0.0
1	62155.0	0.0	0.0
1	62156.0	0.0	0.0
1	62157.0	0.0	0.0
1	62158.0	0.0	0.0
1	63138.0	0.0	0.0
1	63139.0	0.0	0.0
1	63140.0	0.0	0.0
1	63141.0	0.0	0.0
1	63142.0	0.0	0.0
1	63143.0	0.0	0.0
1	63144.0	0.0	0.0
1	63145.0	0.0	0.0
1	63146.0	0.0	0.0
1	63147.0	0.0	0.0
1	63148.0	0.0	0.0
1	63149.0	0.0	0.0
1	63150.0	0.0	0.0
1	63151.0	0.0	0.0
1	63152.0	0.0	0.0
1	63153.0	0.0	0.0
1	63154.0	0.0	0.0
1	63155.0	0.0	0.0
1	63156.0	0.0	0.0
1	63157.0	0.0	0.0
1	63158.0	0.0	0.0
1	63159.0	0.0	0.0
1	63160.0	0.0	0.0
1	64142.0	0.0	0.0
1	64143.0	0.0	0.0
1	64144.0	0.0	0.0
1	64145.0	0.0	0.0
1	64146.0	0.0	0.0
1	64147.0	0.0	0.0
1	64148.0	0.0	0.0
1	64149.0	0.0	0.0
1	64150.0	0.0	0.0
1	64151.0	0.0	0.0
1	64152.0	0.0	0.0
1	64153.0	0.0	0.0
1	64154.0	0.0	0.0
1	64155.0	0.0	0.0
1	64156.0	0.0	0.0
1	64157.0	0.0	0.0
1	64158.0	0.0	0.0
1	64159.0	0.0	0.0
1	64160.0	0.0	0.0
1	64161.0	0.0	0.0
1	64162.0	0.0	0.0
1	64163.0	0.0	0.0
1	65144.0	0.0	0.0
1	65145.0	0.0	0.0
1	65146.0	0.0	0.0
1	65147.0	0.0	0.0
1	65148.0	0.0	0.0
1	65149.0	0.0	0.0
1	65150.0	0.0	0.0
1	65151.0	0.0	0.0
1	65152.0	0.0	0.0
1	65153.0	0.0	0.0
1	65154.0	0.0	0.0
1	65155.0	0.0	0.0
1	65156.0	0.0	0.0
1	65157.0	0.0	0.0
1	65158.0	0.0	0.0
1	65159.0	0.0	0.0
1	65160.0	0.0	0.0
1	65161.0	0.0	0.0
1	65162.0	0.0	0.0
1	65163.0	0.0	0.0
1	65164.0	0.0	0.0
1	65165.0	0.0	0.0
1	66145.0	0.0	0.0
1	66146.0	0.0	0.0
1	66147.0	0.0	0.0
1	66148.0	0.0	0.0
1	66149.0	0.0	0.0
1	66150.0	0.0	0.0
1	66151.0	0.0	0.0
1	66152.0	0.0	0.0
1	66153.0	0.0	0.0
1	66154.0	0.0	0.0
1	66155.0	0.0	0.0
1	66156.0	0.0	0.0
1	66157.0	0.0	0.0
1	66158.0	0.0	0.0
1	66159.0	0.0	0.0
1	66160.0	0.0	0.0
1	66161.0	0.0	0.0
1	66162.0	0.0	0.0
1	66163.0	0.0	0.0
1	66164.0	0.0	0.0
1	66165.0	0.0	0.0
1	66166.0	0.0	0.0
1	66167.0	0.0	0.0
1	66168.0	0.0	0.0
1	67147.0	0.0	0.0
1	67148.0	0.0	0.0
1	67149.0	0.0	0.0
1	67150.0	0.0	0.0
1	67151.0	0.0	0.0
1	67152.0	0.0	0.0
1	67153.0	0.0	0.0
1	67154.0	0.0	0.0
1	67155.0	0.0	0.0
1	67156.0	0.0	0.0
1	67157.0	0.0	0.0
1	67158.0	0.0	0.0
1	67159.0	0.0	0.0
1	67160.0	0.0	0.0
1	67161.0	0.0	0.0
1	67162.0	0.0	0.0
1	67163.0	0.0	0.0
1	67164.0	0.0	0.0
1	67165.0	0.0	0.0
1	67166.0	0.0	0.0
1	67167.0	0.0	0.0
1	67168.0	0.0	0.0
1	67169.0	0.0	0.0
1	67170.0	0.0	0.0
1	68147.0	0.0	0.0
1	68148.0	0.0	0.0
1	68149.0	0.0	0.0
1	68150.0	0.0	0.0
1	68151.0	0.0	0.0
1	68152.0	0.0	0.0
1	68153.0	0.0	0.0
1	68154.0	0.0	0.0
1	68155.0	0.0	0.0
1	68156.0	0.0	0.0
1	68157.0	0.0	0.0
1	68158.0	0.0	0.0
1	68159.0	0.0	0.0
1	68160.0	0.0	0.0
1	68161.0	0.0	0.0
1	68162.0	0.0	0.0
1	68163.0	0.0	0.0
1	68164.0	0.0	0.0
1	68165.0	0.0	0.0
1	68166.0	0.0	0.0
1	68167.0	0.0	0.0
1	68168.0	0.0	0.0
1	68169.0	0.0	0.0
1	68170.0	0.0	0.0
1	68171.0	0.0	0.0
1	68172.0	0.0	0.0
1	68173.0	0.0	0.0
1	69151.0	0.0	0.0
1	69152.0	0.0	0.0
1	69153.0	0.0	0.0
1	69154.0	0.0	0.0
1	69155.0	0.0	0.0
1	69156.0	0.0	0.0
1	69157.0	0.0	0.0
1	69158.0	0.0	0.0
1	69159.0	0.0	0.0
1	69160.0	0.0	0.0
1	69161.0	0.0	0.0
1	69162.0	0.0	0.0
1	69163.0	0.0	0.0
1	69164.0	0.0	0.0
1	69165.0	0.0	0.0
1	69166.0	0.0	0.0
1	69167.0	0.0	0.0
1	69168.0	0.0	0.0
1	69169.0	0.0	0.0
1	69170.0	0.0	0.0
1	69171.0	0.0	0.0
1	69172.0	0.0	0.0
1	69173.0	0.0	0.0
1	69174.0	0.0	0.0
1	69175.0	0.0	0.0
1	69176.0	0.0	0.0
1	70153.0	0.0	0.0
1	70154.0	0.0	0.0
1	70155.0	0.0	0.0
1	70156.0	0.0	0.0
1	70157.0	0.0	0.0
1	70158.0	0.0	0.0
1	70159.0	0.0	0.0
1	70160.0	0.0	0.0
1	70161.0	0.0	0.0
1	70162.0	0.0	0.0
1	70163.0	0.0	0.0
1	70164.0	0.0	0.0
1	70165.0	0.0	0.0
1	70166.0	0.0	0.0
1	70167.0	0.0	0.0
1	70168.0	0.0	0.0
1	70169.0	0.0	0.0
1	70170.0	0.0	0.0
1	70171.0	0.0	0.0
1	70172.0	0.0	0.0
1	70173.0	0.0	0.0
1	70174.0	0.0	0.0
1	70175.0	0.0	0.0
1	70176.0	0.0	0.0
1	70177.0	0.0	0.0
1	70178.0	0.0	0.0
1	70179.0	0.0	0.0
1	71151.0	0.0	0.0
1	71152.0	0.0	0.0
1	71153.0	0.0	0.0
1	71154.0	0.0	0.0
1	71155.0	0.0	0.0
1	71156.0	0.0	0.0
1	71157.0	0.0	0.0
1	71158.0	0.0	0.0
1	71159.0	0.0	0.0
1	71160.0	0.0	0.0
1	71161.0	0.0	0.0
1	71162.0	0.0	0.0
1	71163.0	0.0	0.0
1	71164.0	0.0	0.0
1	71165.0	0.0	0.0
1	71166.0	0.0	0.0
1	71167.0	0.0	0.0
1	71168.0	0.0	0.0
1	71169.0	0.0	0.0
1	71170.0	0.0	0.0
1	71171.0	0.0	0.0
1	71172.0	0.0	0.0
1	71173.0	0.0	0.0
1	71174.0	0.0	0.0
1	71175.0	0.0	0.0
1	71176.0	0.0	0.0
1	71177.0	0.0	0.0
1	71178.0	0.0	0.0
1	71179.0	0.0	0.0
1	71180.0	0.0	0.0
1	71181.0	0.0	0.0
1	71182.0	0.0	0.0
1	71183.0	0.0	0.0
1	72154.0	0.0	0.0
1	72155.0	0.0	0.0
1	72156.0	0.0	0.0
1	72157.0	0.0	0.0
1	72158.0	0.0	0.0
1	72159.0	0.0	0.0
1	72160.0	0.0	0.0
1	72161.0	0.0	0.0
1	72162.0	0.0	0.0
1	72163.0	0.0	0.0
1	72164.0	0.0	0.0
1	72165.0	0.0	0.0
1	72166.0	0.0	0.0
1	72167.0	0.0	0.0
1	72168.0	0.0	0.0
1	72169.0	0.0	0.0
1	72170.0	0.0	0.0
1	72171.0	0.0	0.0
1	72172.0	0.0	0.0
1	72173.0	0.0	0.0
1	72174.0	0.0	0.0
1	72175.0	0.0	0.0
1	72176.0	0.0	0.0
1	72177.0	0.0	0.0
1	72178.0	0.0	0.0
1	72179.0	0.0	0.0
1	72180.0	0.0	0.0
1	72181.0	0.0	0.0
1	72182.0	0.0	0.0
1	72183.0	0.0	0.0
1	72184.0	0.0	0.0
1	73157.0	0.0	0.0
1	73158.0	0.0	0.0
1	73159.0	0.0	0.0
1	73160.0	0.0	0.0
1	73161.0	0.0	0.0
1	73162.0	0.0	0.0
1	73163.0	0.0	0.0
1	73164.0	0.0	0.0
1	73165.0	0.0	0.0
1	73166.0	0.0	0.0
1	73167.0	0.0	0.0
1	73168.0	0.0	0.0
1	73169.0	0.0	0.0
1	73170.0	0.0	0.0
1	73171.0	0.0	0.0
1	73172.0	0.0	0.0
1	73173.0	0.0	0.0
1	73174.0	0.0	0.0
1	73175.0	0.0	0.0
1	73176.0	0.0	0.0
1	73177.0	0.0	0.0
1	73178.0	0.0	0.0
1	73179.0	0.0	0.0
1	73180.0	0.0	0.0
1	73181.0	0.0	0.0
1	73182.0	0.0	0.0
1	73183.0	0.0	0.0
1	73184.0	0.0	0.0
1	73185.0	0.0	0.0
1	73186.0	0.0	0.0
1	74158.0	0.0	0.0
1	74159.0	0.0	0.0
1	74160.0	0.0	0.0
1	74161.0	0.0	0.0
1	74162.0	0.0	0.0
1	74163.0	0.0	0.0
1	74164.0	0.0	0.0
1	74165.0	0.0	0.0
1	74166.0	0.0	0.0
1	74167.0	0.0	0.0
1	74168.0	0.0	0.0
1	74169.0	0.0	0.0
1	74170.0	0.0	0.0
1	74171.0	0.0	0.0
1	74172.0	0.0	0.0
1	74173.0	0.0	0.0
1	74174.0	0.0	0.0
1	74175.0	0.0	0.0
1	74176.0	0.0	0.0
1	74177.0	0.0	0.0
1	74178.0	0.0	0.0
1	74179.0	0.0	0.0
1	74180.0	0.0	0.0
1	74181.0	0.0	0.0
1	74182.0	0.0	0.0
1	74183.0	0.0	0.0
1	74184.0	0.0	0.0
1	74185.0	0.0	0.0
1	74186.0	0.0	0.0
1	74187.0	0.0	0.0
1	74188.0	0.0	0.0
1	74189.0	0.0	0.0
1	74190.0	0.0	0.0
1	75161.0	0.0	0.0
1	75162.0	0.0	0.0
1	75163.0	0.0	0.0
1	75164.0	0.0	0.0
1	75165.0	0.0	0.0
1	75166.0	0.0	0.0
1	75167.0	0.0	0.0
1	75168.0	0.0	0.0
1	75169.0	0.0	0.0
1	75170.0	0.0	0.0
1	75171.0	0.0	0.0
1	75172.0	0.0	0.0
1	75173.0	0.0	0.0
1	75174.0	0.0	0.0
1	75175.0	0.0	0.0
1	75176.0	0.0	0.0
1	75177.0	0.0	0.0
1	75178.0	0.0	0.0
1	75179.0	0.0	0.0
1	75180.0	0.0	0.0
1	75181.0	0.0	0.0
1	75182.0	0.0	0.0
1	75183.0	0.0	0.0
1	75184.0	0.0	0.0
1	75185.0	0.0	0.0
1	75186.0	0.0	0.0
1	75187.0	0.0	0.0
1	75188.0	0.0	0.0
1	75189.0	0.0	0.0
1	75190.0	0.0	0.0
1	75191.0	0.0	0.0
1	75192.0	0.0	0.0
1	76163.0	0.0	0.0
1	76164.0	0.0	0.0
1	76165.0	0.0	0.0
1	76166.0	0.0	0.0
1	76167.0	0.0	0.0
1	76168.0	0.0	0.0
1	76169.0	0.0	0.0
1	76170.0	0.0	0.0
1	76171.0	0.0	0.0
1	76172.0	0.0	0.0
1	76173.0	0.0	0.0
1	76174.0	0.0	0.0
1	76175.0	0.0	0.0
1	76176.0	0.0	0.0
1	76177.0	0.0	0.0
1	76178.0	0.0	0.0
1	76179.0	0.0	0.0
1	76180.0	0.0	0.0
1	76181.0	0.0	0.0
1	76182.0	0.0	0.0
1	76183.0	0.0	0.0
1	76184.0	0.0	0.0
1	76185.0	0.0	0.0
1	76186.0	0.0	0.0
1	76187.0	0.0	0.0
1	76188.0	0.0	0.0
1	76189.0	0.0	0.0
1	76190.0	0.0	0.0
1	76191.0	0.0	0.0
1	76192.0	0.0	0.0
1	76193.0	0.0	0.0
1	76194.0	0.0	0.0
1	76195.0	0.0	0.0
1	76196.0	0.0	0.0
1	77166.0	0.0	0.0
1	77167.0	0.0	0.0
1	77168.0	0.0	0.0
1	77169.0	0.0	0.0
1	77170.0	0.0	0.0
1	77171.0	0.0	0.0
1	77172.0	0.0	0.0
1	77173.0	0.0	0.0
1	77174.0	0.0	0.0
1	77175.0	0.0	0.0
1	77176.0	0.0	0.0
1	77177.0	0.0	0.0
1	77178.0	0.0	0.0
1	77179.0	0.0	0.0
1	77180.0	0.0	0.0
1	77181.0	0.0	0.0
1	77182.0	0.0	0.0
1	77183.0	0.0	0.0
1	77184.0	0.0	0.0
1	77185.0	0.0	0.0
1	77186.0	0.0	0.0
1	77187.0	0.0	0.0
1	77188.0	0.0	0.0
1	77189.0	0.0	0.0
1	77190.0	0.0	0.0
1	77191.0	0.0	0.0
1	77192.0	0.0	0.0
1	77193.0	0.0	0.0
1	77194.0	0.0	0.0
1	77195.0	0.0	0.0
1	77196.0	0.0	0.0
1	77197.0	0.0	0.0
1	77198.0	0.0	0.0
1	78168.0	0.0	0.0
1	78169.0	0.0	0.0
1	78170.0	0.0	0.0
1	78171.0	0.0	0.0
1	78172.0	0.0	0.0
1	78173.0	0.0	0.0
1	78174.0	0.0	0.0
1	78175.0	0.0	0.0
1	78176.0	0.0	0.0
1	78177.0	0.0	0.0
1	78178.0	0.0	0.0
1	78179.0	0.0	0.0
1	78180.0	0.0	0.0
1	78181.0	0.0	0.0
1	78182.0	0.0	0.0
1	78183.0	0.0	0.0
1	78184.0	0.0	0.0
1	78185.0	0.0	0.0
1	78186.0	0.0	0.0
1	78187.0	0.0	0.0
1	78188.0	0.0	0.0
1	78189.0	0.0	0.0
1	78190.0	0.0	0.0
1	78191.0	0.0	0.0
1	78192.0	0.0	0.0
1	78193.0	0.0	0.0
1	78194.0	0.0	0.0
1	78195.0	0.0	0.0
1	78196.0	0.0	0.0
1	78197.0	0.0	0.0
1	78198.0	0.0	0.0
1	78199.0	0.0	0.0
1	78200.0	0.0	0.0
1	78201.0	0.0	0.0
1	79175.0	0.0	0.0
1	79176.0	0.0	0.0
1	79177.0	0.0	0.0
1	79178.0	0.0	0.0
1	79179.0	0.0	0.0
1	79180.0	0.0	0.0
1	79181.0	0.0	0.0
1	79182.0	0.0	0.0
1	79183.0	0.0	0.0
1	79184.0	0.0	0.0
1	79185.0	0.0	0.0
1	79186.0	0.0	0.0
1	79187.0	0.0	0.0
1	79188.0	0.0	0.0
1	79189.0	0.0	0.0
1	79190.0	0.0	0.0
1	79191.0	0.0	0.0
1	79192.0	0.0	0.0
1	79193.0	0.0	0.0
1	79194.0	0.0	0.0
1	79195.0	0.0	0.0
1	79196.0	0.0	0.0
1	79197.0	0.0	0.0
1	79198.0	0.0	0.0
1	79199.0	0.0	0.0
1	79200.0	0.0	0.0
1	79201.0	0.0	0.0
1	79202.0	0.0	0.0
1	79203.0	0.0	0.0
1	79204.0	0.0	0.0
1	80177.0	0.0	0.0
1	80178.0	0.0	0.0
1	80179.0	0.0	0.0
1	80180.0	0.0	0.0
1	80181.0	0.0	0.0
1	80182.0	0.0	0.0
1	80183.0	0.0	0.0
1	80184.0	0.0	0.0
1	80185.0	0.0	0.0
1	80186.0	0.0	0.0
1	80187.0	0.0	0.0
1	80188.0	0.0	0.0
1	80189.0	0.0	0.0
1	80190.0	0.0	0.0
1	80191.0	0.0	0.0
1	80192.0	0.0	0.0
1	80193.0	0.0	0.0
1	80194.0	0.0	0.0
1	80195.0	0.0	0.0
1	80196.0	0.0	0.0
1	80197.0	0.0	0.0
1	80198.0	0.0	0.0
1	80199.0	0.0	0.0
1	80200.0	0.0	0.0
1	80201.0	0.0	0.0
1	80202.0	0.0	0.0
1	80203.0	0.0	0.0
1	80204.0	0.0	0.0
1	80205.0	0.0	0.0
1	80206.0	0.0	0.0
1	total	0.00169337	0.0024
2	1001.0	0.0	0.0
2	1002.0	0.0	0.0
2	1003.0	0.0	0.0
2	2003.0	0.0	0.0
2	2004.0	0.0	0.0
2	2005.0	0.0	0.0
2	2006.0	0.0	0.0
2	2007.0	0.0	0.0
2	2008.0	0.0	0.0
2	3005.0	0.0	0.0
2	3006.0	0.0	0.0
2	3007.0	0.0	0.0
2	3008.0	0.0	0.0
2	3009.0	0.0	0.0
2	3010.0	0.0	0.0
2	3011.0	0.0	0.0
2	4006.0	0.0	0.0
2	4007.0	0.0	0.0
2	4008.0	0.0	0.0
2	4009.0	0.0	0.0
2	4010.0	0.0	0.0
2	4011.0	0.0	0.0
2	4012.0	0.0	0.0
2	4013.0	0.0	0.0
2	4014.0	0.0	0.0
2	5008.0	0.0	0.0
2	5009.0	0.0	0.0
2	5010.0	0.0	0.0
2	5011.0	0.0	0.0
2	5012.0	0.0	0.0
2	5013.0	0.0	0.0
2	5014.0	0.0	0.0
2	5015.0	0.0	0.0
2	5016.0	0.0	0.0
2	5017.0	0.0	0.0
2	6008.0	0.0	0.0
2	6009.0	0.0	0.0
2	6010.0	0.0	0.0
2	6011.0	0.0	0.0
2	6012.0	0.0	0.0
2	6013.0	0.0	0.0
2	6014.0	0.0	0.0
2	6015.0	0.0	0.0
2	6016.0	0.0	0.0
2	6017.0	0.0	0.0
2	6018.0	0.0	0.0
2	6019.0	0.0	0.0
2	6020.0	0.0	0.0
2	7011.0	0.0	0.0
2	7012.0	0.0	0.0
2	7013.0	0.0	0.0
2	7014.0	0.0	0.0
2	7015.0	0.0	0.0
2	7016.0	0.0	0.0
2	7017.0	0.0	0.0
2	7018.0	0.0	0.0
2	7019.0	0.0	0.0
2	7020.0	0.0	0.0
2	7021.0	0.0	0.0
2	7022.0	0.0	0.0
2	7023.0	0.0	0.0
2	8013.0	0.0	0.0
2	8014.0	0.0	0.0
2	8015.0	0.0	0.0
2	8016.0	0.0	0.0
2	8017.0	0.0	0.0
2	8018.0	0.0	0.0
2	8019.0	0.0	0.0
2	8020.0	0.0	0.0
2	8021.0	0.0	0.0
2	8022.0	0.0	0.0
2	8023.0	0.0	0.0
2	8024.0	0.0	0.0
2	9015.0	0.0	0.0
2	9016.0	0.0	0.0
2	9017.0	0.0	0.0
2	9018.0	0.0	0.0
2	9019.0	0.0	0.0
2	9020.0	0.0	0.0
2	9021.0	0.0	0.0
2	9022.0	0.0	0.0
2	9023.0	0.0	0.0
2	9024.0	0.0	0.0
2	9025.0	0.0	0.0
2	9026.0	0.0	0.0
2	9027.0	0.0	0.0
2	10017.0	0.0	0.0
2	10018.0	0.0	0.0
2	10019.0	0.0	0.0
2	10020.0	0.0	0.0
2	10021.0	0.0	0.0
2	10022.0	0.0	0.0
2	10023.0	0.0	0.0
